id,credit_score,income,no_accounts,total_amount
094e6f05-eeb0-42a6-b8c3-5e6b45d84fff,504,10000,1,599
094eb87e-2696-4687-96bf-8d120d496532,538,10000,8,531
094f99f4-44f6-4322-b3d4-1500b9085e0d,619,85000,5,909.3
094fc05b-94dc-4f5e-804d-e729073b520f,554,40000,15,815
094fdb74-ec8e-4c5b-a6bf-3b425241df07,502,20000,4,396.9
09506167-4e72-480c-b8ca-e7523e0c3e36,525,15000,4,229.45
0950a61a-a361-48b2-9f7e-e031bd6fcc09,597,15000,10,599
09514c12-e237-440d-9d7d-8de725604962,668,25000,4,478.99
0955550c-78a6-431e-9150-515f590f11c3,680,100000,10,456.24
095683e1-13d5-4e6b-b3fc-6f3516bc04be,592,40000,18,539.1
0958486a-5707-4b09-8de7-b48a535dd8a5,624,95000,2,2425.5
095a82d8-ba35-4ae6-ae9c-5c83fb4ec284,527,19000,5,599
095aee76-a53c-4fac-9aa5-7c3877cc6914,611,10000,1,540
095d860c-3a4f-4259-974b-e776c7e28f9a,637,30000,0,1356
095e21bc-69c2-4634-87ab-f9efa332055b,589,15000,4,1290
095e6d82-713a-4591-9c84-0f2e12405e9d,665,15000,1,1496.25
095fd039-ec1e-4e86-a2fe-fcd1fe0180ac,655,15000,6,536.74
096547df-1feb-4416-ac92-ae7c33c8e877,610,35000,22,478.35
09673cf1-2235-4db6-b3d0-16f30ff36575,655,25000,3,5074.2
0967bddd-ff20-4b77-9be4-e9c01b892fcb,502,15000,1,749
096837e7-ef23-4f04-a154-d191d0bd09f3,654,15000,12,382.54
0968f55f-9d19-45fa-93ac-59dd284e6c9e,527,40000,19,599
09692cd9-2cfb-4dba-a787-b8a61280dcee,596,40000,11,2160
09694348-0940-4923-9d7e-b351bae10d12,585,15000,4,1131.3
0969f059-369f-4744-9dc0-971cd864ab71,611,55000,8,1008.2
096a5c2a-1ad5-4434-8ecf-6b7ee0e8665d,586,50000,4,631.2
096b7ca8-d951-476f-b1f7-91c75778aff2,651,35000,12,2430
096c8c8c-6db5-4f4e-9855-4ea29ae025cd,554,30000,15,699
096d0a59-77e0-4597-855b-39265cedf034,642,30500,13,584.98
096d172b-89be-4a97-a6a8-258689bb2f08,553,52000,9,769
096d829a-2d1e-4229-bae0-bc5f2ed19221,662,45000,4,749
096ee747-2b94-42ee-a0e3-c2a3841c4bc7,658,18600,5,900
09702cee-a0fa-4190-aa92-808d4fb2f5b3,566,35000,14,799
09733ea3-8708-4646-9cf2-98953e974754,488,15000,14,2092.5
09740f61-3548-4d10-9c2e-6d559bb62fe9,602,20000,9,797.3
09748b11-4e37-4066-b7ef-9ed5334a5ed3,531,15000,5,3987
0975042c-7bae-4acf-8be9-8fef205af550,646,13000,2,5444
0978909d-02d0-485d-9770-0498bd326e62,699,15000,10,643.5
097d68ac-c705-475c-8d94-982a1f035f6f,559,25000,7,400
097e4409-a822-40c7-b8f4-6a5be1482a53,617,25000,13,509.15
097f7b3d-448b-4486-a1a6-edd931e935a5,525,15000,8,190
097fa32d-b5f9-4a6a-93d9-c17949622d30,615,36000,15,3519
0980392c-ab59-48f3-8bdf-f51a49b8ea0c,549,15000,8,1200
09818819-c78a-493b-850c-619ebb05a2be,598,25000,11,634
09821682-b732-4433-a773-1b9682ac01f3,543,25000,9,699
0984fc55-61ce-48e0-b03e-0b3be80382cc,642,20000,12,901.6
0985180f-e4f2-468c-9c4e-5c7d6b038a9b,601,35000,15,2155.5
0986194c-bf7c-436e-94c8-afec1ed51566,517,15000,6,2799
0988166c-83da-4fb0-8d72-c64e295f2fc2,635,25000,7,1500
098a96cf-23b5-431d-a709-aff50c53ef6b,550,17000,7,468
098b948e-e481-4caa-9183-ee5f727d1d6c,617,30000,14,439
098c9f2e-083d-47b0-b809-c55b9bc447af,506,10000,9,245
098ca261-7b91-4b5e-bd99-052b9c72a1e3,538,15000,6,3387
098ce1ac-48b3-4c69-9d66-96e6d5a9c06b,641,15000,5,947.5
098cece5-ec6a-4d5b-a2dc-51e904e7333b,663,20000,5,699
098d9f0c-1a8e-4898-8b47-fd04190464be,585,15000,8,2488
098e7ebd-b09f-4a7b-88a4-5183e543a2de,554,20000,8,679.2
098eaa80-fb90-45a0-a356-dba6b2203192,697,70000,11,1247
0990a3c5-e3f1-48dc-973c-f3d8cd075f63,581,75000,15,739
099165cf-dbfa-47d1-9bde-8e19b993d2b5,627,15000,5,315
0991e540-7c02-4564-a079-86f186729b60,596,20000,4,599
09936e36-2711-4264-9bc9-113cf6dc5dd6,525,10000,5,576.9
09944752-27c1-489b-b561-6e62b29f3b44,642,30000,6,559
0994627e-07d0-4a4f-965f-ebbde094fbca,518,20000,13,1199
09954501-f04a-4765-9608-4f41b1c22fce,667,30000,4,289.7
099579c3-e33c-4091-bb5e-1a983ccf773a,675,60000,4,1842.96
099a93ad-e508-4606-9cce-e2a5a7daa2a3,598,20000,6,1290
099e1ccd-8a52-40f8-8749-fc09eaa9b014,520,20000,2,3387
099f7b51-ff63-49bf-aff2-c7abb9e2cde0,573,40000,6,1138.7
09a0a9e0-d91b-4909-bf6f-d68a9bb215c9,622,37000,9,844.6
09a158db-091b-4f09-9187-89b11bafbf8c,527,35000,2,2688
09a393c6-1b75-40e2-bd28-4aaee56f20ff,593,15000,0,413.09
09a5b433-771f-444c-91e4-0cf7de2c5ca8,558,20000,2,3387
09a637f0-4c40-464f-95e4-f203a80cea3d,588,68000,7,549
09a6da8a-2053-4486-b304-f31b0e81320a,591,15000,3,3287
09a83e1f-363d-4647-b3a3-b51dd04a9bdb,615,25000,4,749
09a89aef-bb3a-4ec0-9aa0-34df70541387,584,40000,7,233.91
09a9b342-ea83-4e49-9c92-774ed38a036e,702,15000,4,783.2
09ac7a59-2875-44d6-b9b7-a46fe68ce57d,497,40000,7,941.75
09ae34f8-3354-4a00-aef3-bade80b98e8e,605,20000,3,589
09affd62-3154-4a66-a422-d9ffa802614d,585,10000,4,399
09b0ee2f-e31a-40ce-98f9-822259ecbe35,574,6000,9,4935
09b15291-2b0f-4295-b1e5-3345e99d5fb3,704,10000,6,1349.1
09b1a23b-42f0-4a52-b90b-53e6cd050878,500,25000,2,190
09b1c934-97fc-48ed-a4af-66391a9212e6,494,20000,4,599
09b62e25-a896-45a9-96f0-bf128fec7768,553,25000,1,1800
09b6c2a7-0991-4727-b551-9d6316e0ba87,624,15000,6,1494
09b792f4-39fa-4320-8333-9795a7c9c8fa,547,45000,13,749
09b86aab-ede7-4488-acdb-c2c25f07f41b,509,20000,8,503
09b8c312-3a9d-4a48-a365-092c0763f4a8,659,25000,11,699
09badb5f-6bac-43c1-945a-52199ada4e77,584,35000,0,239.04
09bb6b0f-048e-44b2-82e3-11aabec6427c,619,25000,5,891.2
09bbc078-5770-4820-8f99-6d53b6e4da27,660,55000,4,699
09c0024d-f114-4ada-b8ce-54611a3a5a50,583,17000,8,271.2
09c09f89-12a7-4488-8acf-89e23137e58e,593,10000,3,2445
09c2985e-f8f7-4130-ae4d-802fe1fe25b6,597,15000,4,3387
09c301d6-a739-481f-aaec-166d76bc1229,489,20000,6,3387
09c3d454-8008-4157-824a-de628cb7f8fd,559,45000,11,323.82
09c4e4f4-1238-416f-ba40-7d7e7c27597c,654,5000,6,699
09c65538-1fef-488b-86d7-2bacf691e35b,635,5000,9,449.97
09c78134-a7e6-4619-948a-8421b263d1ec,517,10000,3,692
09c7842d-f012-4a69-914f-8b78c522cdc5,608,45000,2,624.6
09c7fabd-5a06-443d-907b-253a3b338455,653,25000,10,754
09c8c68e-de26-4102-94fe-1d59a02c3b12,655,51000,11,739
09c9f04d-487f-474b-a160-587a9e443f20,653,42000,6,4702
09cbb2cd-4949-46f5-a0f0-16221e66949a,674,28000,7,551.85
09cc4ecb-58dc-4b29-a5a6-b0a8a4605955,629,20000,15,799
09cd3cd6-fdc7-4461-b3d9-07a2dab7eb3b,558,25000,8,1075.5
09ce435e-eae4-42b8-883e-e7f4375bcaa6,679,32000,12,594.15
09ceec82-7748-4825-8766-73d8f025c494,629,60000,4,1123.17
09cf1f0b-d1f1-4afd-9625-fcf6b871dd32,503,5000,9,245
09d0fb47-0c4e-42d5-9718-cb0c82a68e03,554,90000,0,1498
09d53d22-1380-4152-9b86-fb221d2546b4,510,15000,11,2178
09d68b79-7915-452c-98e5-e0baa7671107,562,25000,2,599
09d7075c-68fa-44ac-b4dd-5d6dc9805ba8,669,30000,3,1349.99
09d8d394-9b18-4195-b349-9f062604a011,650,25000,6,1445
09d90b93-9b50-4af8-b416-2d336d41eb09,635,20000,2,828.8
09dae5dc-7cbb-476e-bb81-e9d90bead280,644,25000,5,283.39
09db4683-78aa-4381-b9e9-c5a8d40d05d1,582,105000,19,1349.1
09dc3c0d-18e0-4bf6-b8a4-464aa9a76a97,566,15000,7,599
09dde593-2b81-4e4e-86f1-0b1e4bc5c51e,637,20000,10,1248
09de0a84-8cf1-4e34-87f4-7817f6104268,632,20000,12,585
09de1a94-3692-437e-8f95-526f8089fa04,560,15000,0,5335
09deb8d5-eddb-4907-baa5-4f56efc45e97,557,20000,3,649
09decfdc-5916-4b87-a633-2bb86e6d4c2a,532,20000,4,3387
09dfdcec-7423-409e-951e-61295d075edf,482,14000,4,1435.5
09e0230b-3210-443d-86f1-ba4195b3f675,504,15000,12,1249
09e17a89-2eb7-450f-8cf2-bb5262bda5cf,605,25000,6,689
09e1eab7-8897-48c7-80f6-2754c9928932,673,120000,9,10500.3
09e20ede-0fe4-49ca-a84b-4289b4db68cf,574,28000,6,823.5
09e299c5-8b8b-4897-88c7-402a79408eeb,586,25000,0,1689
09e2f9c2-701e-4f18-a3bc-36b63e806309,486,25000,9,576.9
09e30c76-ffa2-4613-9a11-c78fe29c0e64,571,10000,2,5713.16
09e4812f-aee1-487a-8757-594103156300,546,13500,12,2500
09e508f3-f1cd-4c84-8f33-17642c0f6752,581,30000,2,3387
09e63d3f-c985-4662-b3f6-2f32fc261b35,649,25000,5,270
09e8aa48-3b20-4b5e-9815-7314474d95ab,628,30000,7,1080
09eacc24-57dc-4b39-8ae6-6593d8c8609d,656,84000,11,843
09eb1dc3-7450-4419-847a-6648c54b6369,567,15000,7,539.1
09eb26ce-0fd8-43c6-95f4-496656b2ee59,621,15000,4,789
09ec6683-e06a-4018-ad79-27409d53d447,515,25000,8,190
09ed1665-23be-4784-b87e-5886cdf19445,522,25000,10,333.9
09ed60c0-e282-4840-b1a3-bc70ad1f3621,566,60000,7,576.54
09eeb97c-9392-45e4-a15d-fcb17332ea65,615,15000,12,719
09ef1377-3fc2-4447-80e8-626d21d1f7aa,602,50000,8,959
09f147f7-e489-4244-8ad3-d6247afd3b8e,679,50000,8,395
09f1cb2e-499b-4d3d-aa50-6bff9a35dfc2,682,5000,7,1233
09f4b931-ede6-4186-a409-47fed5106e99,514,15600,9,3468.45
09f60e80-ed47-48b0-bb97-0c34e62554cc,542,20000,9,599
09f7f313-1ecc-4078-bee8-c9a0e1717fb0,532,25000,5,700
09fa3006-578b-4ed4-a25c-2c970cc5e340,702,45000,6,2441.33
09fbca8c-50e3-4955-bf38-3954af162261,645,60000,4,889
09fbf0d7-c3f9-4007-a3bb-3d018e342dec,561,25000,5,3600
09fc18ed-180e-4b18-bc16-940f3e75599b,675,60000,4,436.04
09fe139b-b61b-4b93-b607-786e6e6c673f,617,20000,8,3387
09fee399-57f5-4e9b-a605-80a12edb8786,547,30000,11,6504.29
09ff3e03-7f82-447f-9010-7369024aecd0,564,40000,14,419
0a038bc6-090d-4936-9918-0c8440057f5b,689,10000,4,756
0a049b3b-dbc8-43ac-af73-1faf7bb99ac9,688,40000,9,711.2
0a04af28-1012-44ce-84ad-c5bf0dd00220,658,35000,9,3596
0a0584f7-2830-4f65-b41f-7588e3bea0ae,691,35000,13,559
0a06db56-0108-4de7-a595-f54dba72b5f8,605,20000,7,573.93
0a07e380-d0a4-4f27-a6cc-3e2ee631c9b5,590,10000,11,440.1
0a097944-b3c9-45f8-8277-3f3a7d690ee9,533,20000,3,2524.5
0a0a1759-7530-4a92-bf4e-c6410e3150e8,623,50000,13,1199
0a0af42c-ad08-4e06-9eb6-7b8c8086c98a,477,30000,4,3387
0a0b382c-2583-40ff-bb2a-2bf7951d08c1,611,30000,21,799
0a0ce0d3-610b-46ba-8709-7303ba2b905e,560,20000,10,699
0a0e7bf4-fe32-427c-8802-51a361d43e2f,533,25000,2,1035.11
0a0e8163-7453-4a8a-a187-b542ecf4c5fa,664,15000,11,749
0a0eb597-3e87-4446-ab12-bebcd4829f56,608,11200,8,1411.8
0a0f2c5b-675a-44d0-8ba3-d4c85f82b404,572,15000,11,3988
0a10a65f-e04f-400a-9000-b9f105dc9c41,539,15000,3,2860
0a11cb68-9d3a-4a15-896a-acf444d5edca,599,25000,7,1290
0a12e341-e888-42f7-b732-b8bb4c164620,643,35000,7,699
0a166c45-585f-4afa-b883-fe92d345047d,649,25000,4,550
0a16cd27-d2b2-4477-a855-b88e0e6b4092,620,20000,10,467
0a176331-9d92-465b-ab84-f0ec9a2866f3,660,45000,11,748.8
0a176336-5de1-4115-a7d7-80098952fc9f,648,50000,15,629.25
0a184274-3643-4e80-a9e2-5f2adc60a4a5,694,20000,9,599
0a184ff8-8d22-4856-86d8-a5576df3a120,509,10000,12,888.3
0a18aff4-c73a-4ada-a32a-1e96f0e2b01d,672,40000,5,3457.08
0a1975c5-3ced-4102-a231-a021ae0dd7dc,585,5000,1,599
0a1ab88c-2983-4bcb-a35e-8b445faf5bbe,607,10000,4,2295
0a1ac6b7-4309-43b2-bda0-a7a092c76077,591,25000,5,3387
0a1afd61-2422-419f-bb4b-11eb9528c739,483,85000,7,649
0a1b9a8f-63d8-4690-a545-19531d01d6dc,684,35000,6,599
0a1e78c6-aa8c-427b-b31d-b25c6a50f0f5,643,25000,4,2400
0a20c02f-7030-4183-8df9-fbe3a1175d90,541,15000,11,342
0a210f3f-863c-4279-b084-f6e7bc4e2712,689,65000,14,519.2
0a219e50-6c75-4aab-bfab-3f0260e204e8,637,30000,13,629.1
0a24b926-a205-42c9-b6e0-b15251e52416,502,21000,8,873.2
0a270f64-0d38-4a9c-812a-7940564228ad,572,15000,13,325.79
0a284c9e-282e-441d-a4c5-6aedfe37c436,694,25000,12,749
0a286a00-0ba9-47d8-93dd-125979b17f06,570,15000,3,3600
0a29905f-ee55-4f67-9630-59340e9ff6d6,618,90000,10,536.74
0a2a8f4b-99ca-4022-9271-389a9fde1ca8,564,15000,6,1104
0a2aaa3d-8fec-493b-94f9-cd5407226195,636,15000,6,699
0a2c82a5-3b63-4121-b8ed-863a47df82bf,619,30000,7,3988
0a2d3c6f-1877-4418-a410-05d453db2d64,643,12000,4,1705
0a2de398-bd9b-43b6-9375-e877a6da65b6,552,20000,8,1965
0a304ca2-1f7c-4582-ac17-320c9aad1ab1,595,15000,4,699
0a309931-3050-4e2d-b0fb-18eef17cf517,501,26684,6,3519
0a30f020-d9c4-46e1-8d93-fd37ae69b1d8,566,15000,5,559
0a315b77-c49a-41df-8b36-76225146930b,559,20000,2,2425
0a3236e2-4edf-4b69-9489-27926b1fda49,659,20000,4,849
0a329956-acf6-4446-babd-b3779feeb27f,523,29000,14,4552
0a3405c2-904c-4ceb-8a65-981283f2399c,687,10000,8,3387
0a342832-2835-4d24-8b7c-31e3d99f0dca,589,20000,1,3387
0a35dee3-e0cf-4508-8c22-76a41731fb2e,544,10000,3,1395
0a3752f6-e4f8-4862-b41a-b5bb5225298c,597,18500,1,509.15
0a3783e2-160d-412f-9515-2983601ee54e,579,10000,6,440
0a39982c-9057-4cf7-a1d2-ae97718acf6d,697,25000,12,1400
0a3a6b47-e146-4828-9d66-d5b840a7dc18,646,10000,6,2155.5
0a3a8557-2b15-4e6e-9f2d-df67445a392e,628,35000,9,828.8
0a3b12c8-f874-402a-9541-d73b4c30ca46,668,25000,6,1233
0a3c86fd-fed3-49a4-b38e-7671a9a0000a,573,25000,9,719
0a3ec0a4-eddd-43e7-8d9b-26058dba1d48,511,15000,4,440
0a4040c7-cc35-476b-a049-b24eafb2a032,691,20000,7,649
0a414a21-fdde-4b39-a89e-99e7357c5aad,588,95000,11,933
0a4314eb-2509-4b2e-8697-c766adccdfb6,536,15000,9,1200
0a440eff-fcc3-41d7-84be-4e91899b27c6,502,28000,1,669
0a4421e8-a248-49b7-8091-a98e8d6c6b1a,544,30000,15,699
0a443796-9688-4b28-857e-0b93b79036fd,528,10000,2,649
0a44bf03-81a8-459f-a6c6-bc1fc3abea79,640,35000,4,1164.6
0a45bb96-d9cb-4ec4-b46b-860f6826b068,585,21600,7,599
0a47664a-387b-42c5-b5ba-3c08dba40910,546,15000,1,2856.58
0a480e64-7012-4415-b2f9-4978cdd49d1a,687,45000,8,4401.9
0a49a2b9-1f09-4559-a31c-7b6f55484441,570,30000,1,723.8
0a4abdc1-7938-4ed8-853e-682ddc78a2b4,498,20000,6,1755
0a4ae2e4-065b-40e0-b62f-cd7b5fc3e51f,557,25000,6,699
0a4b2843-b404-4160-9587-c883b1917cf9,695,40000,16,549
0a4b8506-cf0e-42cd-ac29-84bcda2aab5c,524,30000,13,3287
0a4b9759-a912-41c5-9135-a337a50de152,679,21500,15,1620
0a4c3e1a-12bc-46a2-ae68-3eb8acb73737,668,30000,9,639
0a4cfe68-215e-40b9-bfef-0c37d62d53a0,601,15000,5,989
0a4cffc7-e54a-4295-addb-3302a52930e1,511,15000,8,599
0a52c870-7ffa-4423-9b33-0681ab8925ec,566,110000,9,243
0a54628e-4c0c-42c2-9d68-acd8b6f2b5dc,636,10000,13,1149
0a557ebe-a844-48a4-bcea-78e861c07438,589,20000,12,924
0a574130-6744-48ae-988e-92132e0a932b,569,19500,2,3600
0a583099-aed4-48e0-9721-3d416a4e5cab,559,15000,6,479
0a585c5b-d29b-4339-b89c-ed1a754b0bef,670,15000,5,1091.55
0a59aeba-f237-411a-b0b9-c4082f5d05f9,624,15000,3,2595
0a5a573c-2fea-4177-82d2-0c349a041f86,602,10000,13,599
0a5a7d62-dfeb-4700-8546-969c6c3ee5ea,536,25000,14,295
0a5ba23e-f1d6-46f8-b5dc-936aae4de837,523,25000,2,774
0a5ba288-f488-43aa-bec0-c570faa2a998,578,20000,2,831.2
0a5d3e65-7463-476a-ba9f-ce76c2c1a037,515,14500,9,715.5
0a5dd95e-92bb-4f3d-a593-0b88c517772e,549,20000,4,1000
0a5ea8f6-63f5-4849-bc0a-c69504af362b,590,20000,7,599
0a5f339b-0c47-4b5b-9596-538965292eb1,595,25000,0,699
0a5ff8a5-3aae-4af3-b11c-fd4b1b5090ad,618,25000,6,2588
0a612061-decb-46ca-9a34-504cfe2dee98,686,40000,17,723.8
0a647102-3532-48b5-b98d-1cbf02af9408,668,5000,3,589
0a653fe5-21d3-45e4-ab77-4a0ce0e17539,544,60000,9,3500
0a6bc9a7-50d1-4f13-802f-0c0082bdac12,533,15000,1,2588
0a6cc592-451f-43b9-87e5-f1fec108ab83,590,40000,7,699
0a6d10e3-76d2-4900-9f46-47cc60bdf6b4,571,10000,0,318.6
0a6fb692-782b-4eba-928a-e6e2204077d9,604,25000,4,5011.2
0a70866f-0734-4033-8789-baf19c7fe842,659,40000,7,2180.44
0a716e59-abc0-4d61-a977-052e1f2fb530,619,45000,3,1584.55
0a71999e-c985-4acc-a5d5-8e0ae2f4306a,635,35000,4,549.05
0a736f31-3ee8-431e-b9b4-e4d3f7d4f0c7,619,30000,8,599
0a779411-4e7d-4617-840c-fbd8296e9a5a,533,14000,5,1350
0a77a418-4081-45b8-a7e6-a74616467439,532,20000,9,599
0a79be70-dfa0-42af-8a29-7edd4f50b068,502,20000,2,2268
0a7a0bb7-0940-47f9-8041-6cb488ee6c19,629,0,4,948
0a7af1a8-c85c-41b3-8286-58047c8e275a,717,30000,14,799
0a7c5440-5e1f-4530-a70d-488c75b182f1,695,20000,9,933
0a7d5680-e19f-4728-86df-c582ba0d551e,653,10000,8,895
0a7ee03a-a886-4c4e-8b70-f4d012f92f10,701,50000,11,9900.11
0a7fe195-3e7c-4ce1-974b-c2986c4df8b9,559,25000,11,519.2
0a800581-168e-41f9-911b-d17cbb493dd4,644,20000,14,356.98
0a823e2b-2bbc-49ad-bbfd-3b84c6a229c8,534,15000,11,342
0a82c94c-a57f-4e7e-9c26-76d5541e3c77,490,25000,6,357.21
0a832dc4-acf2-4650-b8c4-005263879ea9,574,20000,9,1890
0a845b9d-ea5c-4209-bc08-916c6b322a85,599,30000,0,1795.5
0a855583-598c-48ea-b0bf-5630a4821437,581,20000,2,3387
0a864cef-f08c-40ff-894f-97c7deb18ac9,495,25000,3,2488
0a869d2c-a04f-4a6e-854e-415e90d23836,631,20000,9,699
0a87eb7b-2b5f-463e-9f5b-0d9e3876d322,552,20000,11,4880
0a898c1d-2618-4fb4-8856-ebab45c4c0ae,543,15000,5,2440
0a8b5e2f-b4a2-41ae-bf64-9fd5df8b0bd4,535,30000,9,259.96
0a8b8a2e-1fe0-467d-a9a9-57e4fd61f8f0,585,22000,8,4702
0a8ce25e-850f-47cb-ab7b-f0431ca7a171,641,15000,2,2502.9
0a8e9e5e-baf4-4d9c-b18d-e55195878257,602,10000,4,3387
0a91d88d-b58a-45c5-be39-6b810592a0f7,559,25000,3,1389
0a93da9b-8b59-405a-9aa8-0bbe5ed7e897,694,49800,2,4256
0a9744b8-61db-45a3-936a-ebe44099db29,577,20000,4,599
0a97a632-e0a4-4a41-ab75-336d86df01b6,697,20000,11,2000
0a981b9c-4f28-4c0d-b0d4-7e69ca8de7a8,657,20000,9,1197.5
0a992d47-362c-44a0-9fd4-8cdbcbba8250,541,10000,7,636.3
0a992d6f-d1cd-4b14-95e5-7a3d55c4a36d,622,45000,7,3595.5
0a9a40a3-5d98-4e70-a29d-6cbfc9173a33,660,50000,12,711.2
0a9aed94-2075-462f-8ad1-521ee6413263,619,10000,6,4702
0a9c67e4-e040-49c5-9340-9af58645ac21,497,35000,4,320.8
0a9cc289-c65f-4440-9ef4-34cb8997b74d,576,19860,6,3519
0a9de870-4e7e-4dae-8974-3a65fdbe9fcb,706,40000,12,233.1
0a9ed526-ea95-44e6-9a83-0c5f3b364892,562,78000,6,699
0aa1e870-4660-4934-96b6-bb0d8964ffe7,517,40000,8,513
0aa2ead5-fe5b-42e5-97e2-61cb753e9607,586,10000,10,569.8
0aa2ee45-abe7-49f6-aa95-7f4f71b00fdf,653,15000,8,523
0aa2f719-56e3-4b40-b31e-6611a7c568ff,694,25000,7,699
0aa32a05-fef4-403a-aeea-4c169f75b038,689,55000,8,513
0aa4cb9b-debb-4688-9fc7-4ffa39cf9653,555,25000,15,699
0aa4dbe7-c68b-4900-b047-64265df8d4af,539,20000,8,342.81
0aa5d9d2-acf2-4a90-b4a6-efe99f5040cd,545,65000,12,599
0aa6e7f9-d951-464a-a8da-eff93f25d368,659,35000,7,3700
0aa84486-c26c-412d-a5d0-48b06b2d97f2,600,45000,15,584.1
0aa8aab9-e5ca-402f-b47c-6153ead7cb8f,604,40000,8,599
0aada5f3-cb90-4a2c-a2a9-e177816d1aa7,589,25000,15,3270
0aadee7a-de6a-4ec7-9964-d7d0fdecaf70,629,30000,15,287.1
0aaff015-ed08-460d-8666-293163d21175,530,20000,8,1889
0ab08038-7e34-4dd7-8644-706411fb06ff,579,5000,5,3387
0ab1aa01-cce0-4ce2-8ecc-7b3e0b218242,656,35000,14,693.12
0ab2217e-ceb9-47ec-a024-9033e6b45291,697,40000,8,559.2
0ab24b40-7b5f-4ed9-906c-3aa67243a184,727,25000,7,1350
0ab2bdbe-698d-4c08-a9b4-ce798f416b0c,574,20000,11,479.2
0ab3033f-316e-4faa-9977-369e83aaac0e,629,15000,14,1530
0ab471e6-c12d-4037-93b7-a82214915175,521,25000,12,442.8
0ab6fd60-eeed-4232-a5e6-8952c6e0ff11,591,20000,7,589
0ab7c105-28da-41e1-82d9-c04d6436d69a,592,40000,2,887.4
0ab8008b-0b43-4d27-8271-19921d9af0a5,502,25000,5,4687
0aba1b53-d462-4bde-9b46-ff2839cf334c,512,25000,9,3988
0abae2b7-a241-4a0f-817c-d7c88b47551c,551,35000,11,649
0abb0757-2a3f-481c-bcca-9618afd22d4d,539,5000,15,321
0abb615a-2f40-4807-b9bb-fa47efed9283,684,28000,6,868.5
0abc06e0-67a5-4683-a7f4-93c71f2142e7,568,20000,1,2688
0abdc90c-467e-438c-bd01-6e2a38d91574,525,20000,8,3128
0abe95cc-b7ba-4ca5-ab87-61ffa2a2b2fb,503,20000,4,382.5
0ac044f7-bb3a-4b0e-b54a-99c7c792fe40,689,7265,5,5515
0ac1238a-552b-48a6-811a-0c88832c1e5e,702,75000,8,536.74
0ac1ab27-9db3-47d8-bce0-8d7e0e5f11c3,692,25000,2,1049.4
0ac1c6a6-f46d-498a-bb2b-527b7ea835ef,675,45000,6,1900
0ac3e427-b3fc-4ef7-926c-fa5ee8e4c23c,541,40000,3,3519
0ac662c7-20ad-43f9-a138-36201827dffb,577,15000,5,531.75
0ac724b3-2047-468f-a1e1-b5c8660d4ba9,688,10000,12,456.24
0ac87cb1-5ac7-44c3-9b52-65c0e64d4ddc,535,25000,1,599
0acb54f3-5e54-4bc1-af30-2ca630af7691,619,85000,5,1398
0acb9ffc-3ffd-4316-b518-42679d646868,645,20000,3,3988
0acbf498-65e3-404f-838f-a4be22b8a48f,578,30000,8,1597
0ad121d2-aeaa-4d20-99b9-d0fd7dc35771,559,20000,9,2155.5
0ad1f163-9b3f-4ad2-8d2d-50852156445c,636,25000,8,2754
0ad234f6-79b4-4420-990e-87d14dcaae46,632,50000,3,1385.1
0ad30e7d-5d99-4086-a994-b0a5143b85ae,573,15000,10,699
0ad34ed6-2600-4870-a9df-682c3ef8f10a,654,15000,5,3745
0ad39d50-32e1-472d-826a-2dbb2c2d188d,620,12000,0,2800
0ad3da61-8bdb-4fd7-97db-3d188be16f90,617,125000,13,924
0ad4effc-aff0-4fb8-8207-44439a02ede2,574,20000,4,2998
0ad532e9-8bad-4745-b2cf-b0c4113ef1c7,524,20000,6,629.1
0ad61c8f-6a06-46e8-83b8-4f16b0fb7b4e,591,15000,2,3387
0ad7ff58-3152-4f59-8155-5aea04e845b2,540,20000,1,1039.2
0ad84106-eae3-4711-85b7-0c02bff6bc89,548,20000,2,1800
0ad8ff25-c0fb-410d-b0be-ad42d12aced9,577,13200,3,2425.5
0ada4075-d2b0-4e1b-88b4-fd7c2cfe50b7,541,45000,13,220
0adb2f57-aee2-4a22-b5fc-4054efa0708f,677,5000,4,245
0adbbbc0-e1ed-4efc-85a5-578f5322b88c,662,20000,4,599
0ade8efe-ec23-46ed-bb2f-cdac6d19fa88,528,15000,7,914.4
0adeb05b-9002-49c0-8f96-52aa0b6aa73a,597,15000,7,639
0adfc9cf-f268-42ea-ae9f-d73a6605055a,534,10000,6,4105
0ae0d606-ad8d-4889-8ed3-9c5ef40071b3,590,30000,7,421.16
0ae371e0-8c3f-4fef-b3f3-39ffea1de127,566,20000,10,1583
0ae41bdd-6300-45cb-a997-c8e86fe0f80f,614,10000,2,1508.4
0ae4c794-54b9-44b9-b51e-ac2ace1f7a50,642,60000,9,1467.18
0ae501cd-3f77-4525-b7d3-0f6b54c47b21,604,5000,5,799
0ae68887-c0ab-4b9d-87d0-d02546a11d29,590,35000,8,599
0ae8385f-ce0a-48f7-acd0-6babdc7fb1cf,552,20000,10,190
0ae8d582-1f5b-442f-98d7-ccd997cb69eb,473,40000,6,522.49
0ae8f2b4-56a2-4c57-97aa-f98a6796bcc7,648,20000,8,2295
0ae9aaa0-e2f9-42ae-9597-5f94f97e1fe7,504,10000,6,422
0aea1704-db80-4cbc-81e9-bcc5e220c229,578,20000,9,1620
0aee608e-6e61-4800-96e4-cfb434a12600,523,25000,11,513
